Game Type,Home,Away,Game,Team,Squad,Number,ACTION,Danger,Notes,Contested/Uncontested Chance,Period,Strength
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,22,B,LD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,7,B,LD,,,3,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,CE,,,,3,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,S,MD,,C,3,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,10,B,LD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,CE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,P,HD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,S,HD,,U,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,B,LD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,S,MD,,U,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,24,B,LD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,35,M,HD,,U,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,16,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,27,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,27,M,LD,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,97,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,97,S,LD,NO REB,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,PE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,UCE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,34,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,B,LD,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,M,LD,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,42,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,17,PE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,28,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,28,S,MD,,U,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,S,MD,,U,1,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,7,M,LD,,,1,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,CE,,,,1,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,B,LD,,,1,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,PE,,,,1,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,35,CE,,,,1,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,35,CE,,,,1,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,B,LD,,,1,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,17,P,MD,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,S,MD,,U,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,66,B,MD,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,17,S,HD,,C,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,B,LD,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,S,MD,,C,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,PE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,35,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,34,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,34,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,,M,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,GOAL,HD,,U,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,17,D,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,UCE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,S,LD,REB,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,,,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,28,UCE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,M,LD,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,M,LD,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,CE,,,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,S,LD,NO REB,,1,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,,,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,S,HD,,C,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,35,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,P,HD,TIP,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,S,HD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,S,LD,NO REB,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,UCE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,10,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,B,LD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,27,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,27,S,LD,NO REB,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,17,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,17,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,GOAL,HD,,U,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,S,LD,NO REB,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,B,MD,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,P,MD,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,S,LD,NO REB,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,,,,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,CE,,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,B,LD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,,,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,S,MD,,C,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,P,MD,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,55,M,MD,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,CE,,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,PE,,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,CE,,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,B,LD,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,UCE,,,,2,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,35,CE,,,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,M,LD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,S,MD,,C,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,B,MD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,PE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,15,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,15,S,LD,REB,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,16,B,LD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,B,LD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,GOAL,LD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,S,LD,NO REB,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,27,S,LD,REB,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,GOAL,HD,,C,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,17,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,15,UCE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,55,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,34,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,28,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,3,M,LD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,P,MD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,S,MD,,C,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,GOAL,HD,,U,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,86,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,S,MD,,C,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,27,S,HD,,C,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,D,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,97,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,97,P,MD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,S,HD,,U,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,34,S,HD,,U,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,34,D,,,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,,CE,,,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,34,CE,,,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,CE,,,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,7,P,MD,,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,S,MD,,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,97,P,MD,,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,7,S,MD,,U,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,10,S,LD,NO REB,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,10,S,LD,REB,,2,PP
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,42,B,LD,,,2,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,D,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,D,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,17,PE,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,CE,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,B,LD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,86,S,MD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,S,HD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,D,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,PE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,17,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,B,LD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,16,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,98,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,21,S,LD,NO REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,M,LD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,S,MD,,C,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,17,M,LD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,S,LD,NO REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,S,LD,NO REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,42,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,42,D,,,,3,EV
